index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year,frpm_simulado,profes_simulado,Tasa_Participacion,Puntaje_Global,Categoria_Rendimiento,Radio_Alumno_Profesor,Excepcion_Positiva,Es_Alta_Vulnerabilidad,Categoria_Visual
1559,36750513630563,S,LUCERNE VALLEY HIGH,LUCERNE VALLEY UNIFIED,SAN BERNARDINO,55,18,433.45598398742135,460.3138037253901,427.2545733077328,2.0,11.11,1314,0.32498102360818076,2,32.72727272727273,1321.0243610205443,Bajo Rendimiento / Riesgo,27.5,0,0,
1560,36750690000000,D,,UPLAND UNIFIED,SAN BERNARDINO,919,449,456.72322817163473,525.1731892572105,480.139194774624,183.0,40.76,1314,0.43073969952423163,0,48.857453754080524,1462.0356122034693,Rendimiento Medio,29.214814814814815,0,0,Distritos
1561,36750693637584,S,UPLAND HIGH,UPLAND UNIFIED,SAN BERNARDINO,816,449,523.65930437178,521.7434593676887,488.85937124063423,183.0,40.76,1314,0.20135484722172187,27,55.024509803921575,1534.262134980103,Rendimiento Medio,30.22222222222222,0,0,
1562,36750770000000,D,,APPLE VALLEY UNIFIED,SAN BERNARDINO,1015,307,514.1064865838063,486.50294148973,461.3479283413045,139.0,45.28,1314,0.5829326215634147,0,30.24630541871921,1461.957356414841,Rendimiento Medio,26.83276291609625,0,1,Distritos
1563,36750773630423,S,APPLE VALLEY HIGH,APPLE VALLEY UNIFIED,SAN BERNARDINO,526,163,462.072445357056,477.4584462872986,436.7221474520472,68.0,41.72,1314,0.6142023742826461,26,30.988593155893536,1376.2530390964018,Bajo Rendimiento / Riesgo,20.23076923076923,0,1,
1564,36750773630894,S,GRANITE HILLS HIGH,APPLE VALLEY UNIFIED,SAN BERNARDINO,373,90,482.8690513316785,485.33825151017817,455.8573073046894,35.0,38.89,1314,0.5667564591098109,18,24.128686327077748,1424.064610146546,Rendimiento Medio,20.72222222222222,0,1,
1566,36750773631207,S,ACADEMY FOR ACADEMIC EXCELLENCE,APPLE VALLEY UNIFIED,SAN BERNARDINO,77,54,500.8901043950832,479.6929443637154,535.380530024407,36.0,66.67,1314,0.4455345637164746,2,70.12987012987013,1515.9635787832058,Rendimiento Medio,38.5,0,0,
1567,37000000000000,C,,,SAN DIEGO,43146,18078,499.1194995320741,476.639230374557,525.8631289983077,8921.0,49.35,1314,0.0,0,41.899596718119874,1501.6218589049388,Rendimiento Medio,,0,0,
1568,37103710000000,D,,SAN DIEGO COUNTY OFFICE OF EDUCATION,SAN DIEGO,818,61,481.98342726061406,430.6780346108112,441.97934121144834,25.0,40.98,1314,0.7039978995243982,0,7.45721271393643,1354.6408030828736,Bajo Rendimiento / Riesgo,28.861111111111114,0,1,Distritos
1569,37103710115998,S,SAN PASQUAL ACADEMY,SAN DIEGO COUNTY OFFICE OF EDUCATION,SAN DIEGO,31,16,384.245793213164,377.3279859433164,421.2591126666002,2.0,12.5,1314,0.6995447447325018,1,51.61290322580645,1182.8328918230807,Bajo Rendimiento / Riesgo,31.0,0,1,
1571,37103716119119,S,LITERACY FIRST CHARTER,SAN DIEGO COUNTY OFFICE OF EDUCATION,SAN DIEGO,74,36,503.58516219309513,551.2961103885827,496.1607290239384,22.0,61.11,1314,0.7241773232614228,2,48.64864864864865,1551.0420016056164,Alto Rendimiento,37.0,0,1,
1572,37679830000000,D,,BORREGO SPRINGS UNIFIED,SAN DIEGO,253,22,428.9615488450726,422.1445325607501,395.5773011311982,3.0,13.64,1314,0.5334436058881762,0,8.695652173913043,1246.683382537021,Bajo Rendimiento / Riesgo,35.0,0,0,Distritos
1575,37679833730447,S,BORREGO SPRINGS HIGH,BORREGO SPRINGS UNIFIED,SAN DIEGO,35,20,429.7502399085416,426.6534916758776,404.1805496064164,2.0,10.0,1314,0.470620031608708,1,57.14285714285714,1260.5842811908356,Bajo Rendimiento / Riesgo,35.0,0,0,
1576,37680230000000,D,,CHULA VISTA ELEMENTARY,SAN DIEGO,48,40,440.6738176334816,468.1992555591879,400.3460975195944,8.0,20.0,1314,0.3878511302843555,0,83.33333333333334,1309.2191707122638,Bajo Rendimiento / Riesgo,32.0,0,0,Distritos
1577,37680236115778,S,CHULA VISTA LEARNING COMMUNITY CHARTER,CHULA VISTA ELEMENTARY,SAN DIEGO,48,40,460.7721039947332,436.4402134698146,446.7721912718402,8.0,20.0,1314,0.32965304503026704,1,83.33333333333334,1343.984508736388,Bajo Rendimiento / Riesgo,48.0,0,0,
1578,37680310000000,D,,CORONADO UNIFIED,SAN DIEGO,308,231,546.3205147545557,549.1483320976188,561.7387542041542,167.0,72.29,1314,0.6935716193533432,0,75.0,1657.2076010563287,Alto Rendimiento,22.536150983519406,1,1,Distritos
1579,37680313731478,S,CORONADO HIGH,CORONADO UNIFIED,SAN DIEGO,298,229,569.1704113853077,518.8068629831233,535.1774949517456,165.0,72.05,1314,0.6764800328878824,11,76.84563758389261,1623.154769320177,Alto Rendimiento,27.09090909090909,0,1,
1580,37680490000000,D,,DEHESA ELEMENTARY,SAN DIEGO,798,29,495.78959793640377,454.2061644711345,487.8210889118,10.0,34.48,1314,0.0,0,3.634085213032581,1437.8168513193382,Rendimiento Medio,,0,0,Distritos
1585,37681060000000,D,,ESCONDIDO UNION HIGH,SAN DIEGO,2344,938,526.4366499857964,536.1208646467059,501.04515210998255,437.0,46.59,1314,0.5163053361879864,0,40.01706484641638,1563.6026667424849,Alto Rendimiento,24.32059474593898,0,0,Distritos
1586,37681060111195,S,CLASSICAL ACADEMY HIGH,ESCONDIDO UNION HIGH,SAN DIEGO,225,124,578.7133859886413,540.0790391455416,531.0119137559584,96.0,77.42,1314,0.4546835957595876,11,55.111111111111114,1649.8043388901413,Alto Rendimiento,20.454545454545453,0,0,
1587,37681060127241,S,DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE,ESCONDIDO UNION HIGH,SAN DIEGO,87,67,496.1676148245589,459.4464886653761,493.2254394263637,22.0,32.84,1314,0.7944839805450337,3,77.01149425287356,1448.8395429162986,Rendimiento Medio,29.0,0,1,
1588,37681063730058,S,SAN PASQUAL HIGH,ESCONDIDO UNION HIGH,SAN DIEGO,535,261,500.4065301872292,528.8241506827974,468.2600022456298,132.0,50.57,1314,0.39151178794719627,23,48.78504672897196,1497.4906831156563,Rendimiento Medio,23.26086956521739,0,0,
1589,37681063731023,S,ESCONDIDO CHARTER HIGH,ESCONDIDO UNION HIGH,SAN DIEGO,225,103,498.836872210513,544.5705633741952,495.24531850054,67.0,65.05,1314,0.18831289484749011,13,45.77777777777778,1538.6527540852483,Alto Rendimiento,17.307692307692307,0,0,
1590,37681063732062,S,ESCONDIDO HIGH,ESCONDIDO UNION HIGH,SAN DIEGO,561,219,491.2180599250249,482.0224578469533,492.0535615249988,82.0,37.44,1314,0.2929694744579002,33,39.037433155080215,1465.294079296977,Rendimiento Medio,17.0,0,0,
1591,37681063735313,S,ORANGE GLEN HIGH,ESCONDIDO UNION HIGH,SAN DIEGO,459,164,480.84984368968907,451.2274531374693,407.5558506203319,38.0,23.17,1314,0.44308660032937897,30,35.72984749455338,1339.6331474474903,Bajo Rendimiento / Riesgo,15.3,0,0,
1592,37681220000000,D,,FALLBROOK UNION HIGH,SAN DIEGO,595,187,457.8140251472714,483.0350516916262,455.1866922947408,74.0,39.57,1314,0.3468777246857306,0,31.428571428571427,1396.0357691336385,Bajo Rendimiento / Riesgo,24.80454545454545,0,0,Distritos
1594,37681223732179,S,FALLBROOK HIGH,FALLBROOK UNION HIGH,SAN DIEGO,459,177,511.4221196860285,507.47467545127824,488.7802718416464,73.0,41.24,1314,0.15015892675277887,22,38.56209150326798,1507.6770669789532,Rendimiento Medio,20.863636363636363,0,0,
1595,37681300000000,D,,GROSSMONT UNION HIGH,SAN DIEGO,5662,2087,524.951689033212,520.8934324318765,515.9913398475126,968.0,46.38,1314,0.5108607347025997,0,36.85976686683151,1561.8364613126012,Alto Rendimiento,23.634731584492066,0,0,Distritos
1597,37681303730066,S,VALHALLA HIGH,GROSSMONT UNION HIGH,SAN DIEGO,545,210,490.0512503503113,543.988377202792,537.0587173627131,127.0,60.48,1314,0.7407155878616503,24,38.53211009174312,1571.0983449158166,Alto Rendimiento,22.708333333333332,0,1,
1598,37681303730702,S,WEST HILLS HIGH,GROSSMONT UNION HIGH,SAN DIEGO,511,230,492.3035373469368,563.7583776095155,533.8062801337308,127.0,55.22,1314,0.6696045620408629,19,45.00978473581213,1589.868195090183,Alto Rendimiento,26.894736842105264,0,1,
1599,37681303731262,S,STEELE CANYON HIGH,GROSSMONT UNION HIGH,SAN DIEGO,510,305,506.2177312815309,516.4691425373632,496.2262951358183,143.0,46.89,1314,0.26747021695222,22,59.80392156862745,1518.9131689547125,Rendimiento Medio,23.181818181818183,0,0,
1600,37681303731536,S,GROSSMONT MIDDLE COLLEGE HIGH,GROSSMONT UNION HIGH,SAN DIEGO,37,42,566.5751526718603,498.4768506731734,503.0738664657359,26.0,61.9,1314,0.23425450334699022,1,100.0,1568.1258698107695,Alto Rendimiento,37.0,0,0,
1601,37681303731692,S,EL CAJON VALLEY HIGH,GROSSMONT UNION HIGH,SAN DIEGO,516,85,429.59922943170665,445.7869674560527,453.20827486878864,19.0,22.35,1314,0.1973233246306682,32,16.472868217054263,1328.594471756548,Bajo Rendimiento / Riesgo,16.125,0,0,
1602,37681303731809,S,EL CAPITAN HIGH,GROSSMONT UNION HIGH,SAN DIEGO,399,116,532.502564658746,493.8314646294397,446.590660606556,53.0,45.69,1314,0.6568204321410448,24,29.07268170426065,1472.9246898947417,Rendimiento Medio,16.625,0,1,
1603,37681303732336,S,GRANITE HILLS HIGH,GROSSMONT UNION HIGH,SAN DIEGO,601,222,529.9486092856223,517.1093213890717,460.8039482643213,124.0,55.86,1314,0.8001655724815196,22,36.938435940099836,1507.8618789390152,Rendimiento Medio,27.318181818181817,0,1,
1604,37681303732625,S,GROSSMONT HIGH,GROSSMONT UNION HIGH,SAN DIEGO,597,188,519.0443225903601,519.2778356399299,516.5525515793037,104.0,55.32,1314,0.45137507463912585,28,31.490787269681743,1554.8747098095937,Alto Rendimiento,21.321428571428573,0,0,
1605,37681303732732,S,HELIX HIGH,GROSSMONT UNION HIGH,SAN DIEGO,569,337,444.1976132729058,502.10309169819817,506.03470096090666,137.0,40.65,1314,0.23339847039723371,22,59.22671353251317,1452.3354059320106,Rendimiento Medio,25.863636363636363,0,0,
1606,37681303734548,S,MONTE VISTA HIGH,GROSSMONT UNION HIGH,SAN DIEGO,439,118,440.9013316556627,440.23191809375976,423.0679752801028,29.0,24.58,1314,0.5086749745124746,24,26.879271070615037,1304.2012250295252,Bajo Rendimiento / Riesgo,18.291666666666668,0,0,
1607,37681303734761,S,MOUNT MIGUEL HIGH,GROSSMONT UNION HIGH,SAN DIEGO,368,117,403.2699916536975,429.1162823336396,400.0655121293687,21.0,17.95,1314,0.39418233522104107,13,31.793478260869566,1232.4517861167058,Bajo Rendimiento / Riesgo,28.307692307692307,0,0,
1608,37681303737905,S,SANTANA HIGH,GROSSMONT UNION HIGH,SAN DIEGO,344,117,488.6940643500538,500.003495060472,492.7650145937317,58.0,49.57,1314,0.41237744704499835,22,34.01162790697674,1481.4625740042575,Rendimiento Medio,15.636363636363637,0,0,
1611,37681630000000,D,,JULIAN UNION ELEMENTARY,SAN DIEGO,594,29,525.3832949371526,492.4187141957424,524.5333682797262,19.0,65.52,1314,0.30085776534784675,0,4.882154882154882,1542.3353774126213,Alto Rendimiento,25.683333333333334,0,0,Distritos
1613,37681633731239,S,JULIAN CHARTER,JULIAN UNION ELEMENTARY,SAN DIEGO,134,29,508.8778431776147,558.9783696025435,504.1708025648726,19.0,65.52,1314,0.2274225192112126,4,21.641791044776117,1572.0270153450306,Alto Rendimiento,33.5,0,0,
1616,37681890000000,D,,LAKESIDE UNION ELEMENTARY,SAN DIEGO,96,24,596.7646955699101,579.0059213683847,525.7540915523928,21.0,87.5,1314,0.4478131824880284,0,25.0,1701.5247084906878,Alto Rendimiento,30.833333333333332,0,0,Distritos
1618,37681893731072,S,RIVER VALLEY CHARTER,LAKESIDE UNION ELEMENTARY,SAN DIEGO,37,24,600.0219001661461,553.3565105751649,528.9877039896469,21.0,87.5,1314,0.3129098442408863,1,64.86486486486487,1682.3661147309579,Alto Rendimiento,37.0,0,0,
1619,37682130000000,D,,MOUNTAIN EMPIRE UNIFIED,SAN DIEGO,349,66,501.7349919458118,430.8906668999536,489.3789394560872,20.0,30.3,1314,0.4462025506023472,0,18.911174785100286,1422.0045983018526,Rendimiento Medio,23.75,0,0,Distritos
1625,37682133734878,S,MOUNTAIN EMPIRE HIGH,MOUNTAIN EMPIRE UNIFIED,SAN DIEGO,95,46,456.7220621544269,421.4394836324875,469.4285321962638,12.0,26.09,1314,0.3888711148304044,3,48.421052631578945,1347.5900779831782,Bajo Rendimiento / Riesgo,31.666666666666668,0,0,
1626,37682960000000,D,,POWAY UNIFIED,SAN DIEGO,2804,1802,532.3103454776555,569.1507371499025,524.1671926431649,1323.0,73.42,1314,0.5316660967737953,0,64.26533523537803,1625.628275270723,Alto Rendimiento,22.18211205065425,0,0,Distritos
1627,37682960118935,S,DEL NORTE HIGH,POWAY UNIFIED,SAN DIEGO,512,386,597.9281898133901,584.3170921269344,551.2503936280539,309.0,80.05,1314,0.46092838481485654,18,75.390625,1733.4956755683784,Alto Rendimiento,28.444444444444443,0,0,
1628,37682963730074,S,MT. CARMEL HIGH,POWAY UNIFIED,SAN DIEGO,485,304,552.3213589546532,589.1240329667925,499.9647936420546,196.0,64.47,1314,0.6229107414972072,23,62.68041237113402,1641.4101855635004,Alto Rendimiento,21.08695652173913,0,1,
1629,37682963730819,S,RANCHO BERNARDO HIGH,POWAY UNIFIED,SAN DIEGO,556,367,539.8870501614181,587.5292180590584,563.6754845287414,265.0,72.21,1314,0.5062258490489161,22,66.00719424460432,1691.091752749218,Alto Rendimiento,25.272727272727273,0,0,
1630,37682963731528,S,WESTVIEW HIGH,POWAY UNIFIED,SAN DIEGO,566,409,572.8128021896671,612.7461382188862,556.9476286229029,317.0,77.51,1314,0.7530119802149269,28,72.26148409893993,1742.5065690314564,Alto Rendimiento,20.214285714285715,0,1,
1632,37682963735867,S,POWAY HIGH,POWAY UNIFIED,SAN DIEGO,532,335,564.6740764112411,561.5858491889977,507.950457735448,236.0,70.45,1314,0.15693748684380754,23,62.96992481203007,1634.2103833356869,Alto Rendimiento,23.130434782608695,0,0,
1633,37683040000000,D,,RAMONA CITY UNIFIED,SAN DIEGO,473,169,500.1506636075556,496.6149354600494,530.7421934979843,105.0,62.13,1314,0.687411762907713,0,35.72938689217759,1527.5077925655894,Rendimiento Medio,24.571568627450983,0,1,Distritos
1636,37683043735974,S,RAMONA HIGH,RAMONA CITY UNIFIED,SAN DIEGO,353,161,513.8250852663792,549.2942417881817,484.2960100166492,99.0,61.49,1314,0.8421883789125642,15,45.609065155807365,1547.4153370712102,Alto Rendimiento,23.533333333333335,0,1,
1637,37683380000000,D,,SAN DIEGO UNIFIED,SAN DIEGO,10273,5007,452.417174456902,531.0066750022854,508.0106508405568,2093.0,41.8,1314,0.44113178871614916,0,48.73941399785846,1491.4345002997443,Rendimiento Medio,24.34087150482222,0,0,Distritos
1638,37683380106732,S,HIGH TECH HIGH INTERNATIONAL,SAN DIEGO UNIFIED,SAN DIEGO,97,94,532.8692612638492,516.7571602342105,444.500225419673,42.0,44.68,1314,0.4882624531128046,6,96.90721649484536,1494.1266469177326,Rendimiento Medio,16.166666666666668,0,0,
1640,37683380107029,S,SAN DIEGO INTERNATIONAL STUDIES,SAN DIEGO UNIFIED,SAN DIEGO,208,160,488.1505972940465,526.4408950947466,490.3737609727775,85.0,53.13,1314,0.6781985528440156,6,76.92307692307693,1504.9652533615706,Rendimiento Medio,34.666666666666664,0,1,
1641,37683380107052,S,SAN DIEGO BUSINESS/LEADERSHIP,SAN DIEGO UNIFIED,SAN DIEGO,179,60,443.6250586617608,429.14408331326194,431.4677120516961,12.0,20.0,1314,0.32402341922931444,9,33.5195530726257,1304.236854026719,Bajo Rendimiento / Riesgo,19.88888888888889,0,0,
1642,37683380107078,S,KEARNY DIGITAL MEDIA & DESIGN,SAN DIEGO UNIFIED,SAN DIEGO,87,47,457.9416408792136,398.74384563318966,426.71019773079695,10.0,21.28,1314,0.5268764855008703,3,54.02298850574713,1283.3956842432003,Bajo Rendimiento / Riesgo,29.0,0,0,
1643,37683380107086,S,KEARNY SCT,SAN DIEGO UNIFIED,SAN DIEGO,90,55,513.1427372475472,475.9566655992287,436.9841204328452,21.0,38.18,1314,0.8444949476350079,4,61.111111111111114,1426.0835232796212,Rendimiento Medio,22.5,0,1,
1644,37683380107094,S,KEARNY INTERNATIONAL BUSINESS,SAN DIEGO UNIFIED,SAN DIEGO,104,55,429.94328804511946,481.6334902482064,464.9297556787026,17.0,30.91,1314,0.7502714254263466,3,52.88461538461539,1376.5065339720284,Bajo Rendimiento / Riesgo,34.666666666666664,0,1,
1645,37683380107102,S,"KEARNY ENG, INNOV & DESIGN",SAN DIEGO UNIFIED,SAN DIEGO,78,43,411.6020231074508,403.6672181407803,382.5624737938816,6.0,13.95,1314,0.21815682565385475,5,55.12820512820513,1197.8317150421126,Bajo Rendimiento / Riesgo,15.6,0,0,
1646,37683380107177,S,CRAWFORD HIGH,SAN DIEGO UNIFIED,SAN DIEGO,242,109,413.7655683240518,374.17112871485614,377.1258746962946,8.0,7.34,1314,0.6444603977669973,11,45.04132231404959,1165.0625717352025,Bajo Rendimiento / Riesgo,22.0,0,1,
1647,37683380107219,S,SAN DIEGO SCIENCE AND TECHNOLOGY,SAN DIEGO UNIFIED,SAN DIEGO,142,52,460.8108280069954,481.1013803948618,408.4136808454873,11.0,21.15,1314,0.3919057101095691,7,36.61971830985916,1350.3258892473445,Bajo Rendimiento / Riesgo,20.285714285714285,0,0,
1648,37683380107482,S,SAN DIEGO METRO CAREER AND TECH,SAN DIEGO UNIFIED,SAN DIEGO,25,21,462.5057698250824,452.8237491987937,446.4882788415372,2.0,9.52,1314,0.15488758331624367,1,84.0,1361.8177978654132,Bajo Rendimiento / Riesgo,25.0,0,0,
1649,37683380108787,S,HIGH TECH HIGH MEDIA ARTS,SAN DIEGO UNIFIED,SAN DIEGO,95,86,525.2688934724118,486.0864282812655,467.9195515840944,33.0,38.37,1314,0.43243667831889965,6,90.52631578947368,1479.2748733377716,Rendimiento Medio,15.833333333333334,0,0,
1650,37683380114025,S,LINCOLN HIGH,SAN DIEGO UNIFIED,SAN DIEGO,290,150,406.69456017021616,417.30125497115614,376.9971046039847,16.0,10.67,1314,0.3143280952074799,12,51.724137931034484,1200.992919745357,Bajo Rendimiento / Riesgo,24.166666666666668,0,0,
1651,37683380114462,S,HEALTH SCIENCES HIGH,SAN DIEGO UNIFIED,SAN DIEGO,137,97,428.8376053770709,424.371150216266,434.1578767293809,20.0,20.62,1314,0.72320848936433,7,70.8029197080292,1287.3666323227178,Bajo Rendimiento / Riesgo,19.571428571428573,0,1,
1654,37683380118851,S,KING-CHAVEZ COMMUNITY HIGH,SAN DIEGO UNIFIED,SAN DIEGO,120,43,384.5045356288597,411.7004221603719,376.36312204565104,1.0,2.33,1314,0.1504185571843567,5,35.833333333333336,1172.5680798348826,Bajo Rendimiento / Riesgo,24.0,0,0,
1655,37683380119610,S,GOMPERS PREPARATORY ACADEMY,SAN DIEGO UNIFIED,SAN DIEGO,123,122,394.59105340481534,399.6127280956413,391.2013253019423,3.0,2.46,1314,0.3654734050182834,7,99.1869918699187,1185.405106802399,Bajo Rendimiento / Riesgo,17.571428571428573,0,0,
1657,37683380122788,S,COLEMAN TECH CHARTER HIGH,SAN DIEGO UNIFIED,SAN DIEGO,47,16,546.7344622232063,479.36279147370686,500.9978191852964,7.0,43.75,1314,0.3134971527480277,1,34.04255319148936,1527.0950728822095,Rendimiento Medio,47.0,0,0,
1659,37683380127647,S,E3 CIVIC HIGH,SAN DIEGO UNIFIED,SAN DIEGO,74,42,487.016412033129,448.47299359890906,414.3188544156922,9.0,21.43,1314,0.2809869892873512,2,56.75675675675676,1349.8082600477303,Bajo Rendimiento / Riesgo,37.0,0,0,
1662,37683383730173,S,SERRA HIGH,SAN DIEGO UNIFIED,SAN DIEGO,418,236,527.5785934182777,566.6297564480697,482.9816086609432,120.0,50.85,1314,0.4421763476304036,16,56.45933014354066,1577.1899585272906,Alto Rendimiento,26.125,0,0,
1663,37683383730181,S,MIRA MESA HIGH,SAN DIEGO UNIFIED,SAN DIEGO,599,349,519.8462161305902,555.2109632335987,494.34978573318415,174.0,49.86,1314,0.41380681624303195,39,58.263772954924875,1569.406965097373,Alto Rendimiento,15.35897435897436,0,0,
1665,37683383730314,S,UNIVERSITY CITY HIGH,SAN DIEGO UNIFIED,SAN DIEGO,417,314,541.0380254784882,577.1665859761368,471.741886321844,187.0,59.55,1314,0.7837092993073608,16,75.29976019184652,1589.9464977764692,Alto Rendimiento,26.0625,0,1,
1666,37683383730371,S,SAN DIEGO SCPA,SAN DIEGO UNIFIED,SAN DIEGO,200,159,499.0468882436061,503.86294213185937,462.3623080110523,58.0,36.48,1314,0.495069880159102,11,79.5,1465.2721383865178,Rendimiento Medio,18.181818181818183,0,0,
1667,37683383730751,S,MT. EVEREST ACADEMY,SAN DIEGO UNIFIED,SAN DIEGO,34,21,627.6525068146226,607.7819033981692,584.763946790258,18.0,85.71,1314,0.3811091652209231,1,61.76470588235294,1820.1983570030498,Alto Rendimiento,34.0,0,0,
1668,37683383730884,S,SCRIPPS RANCH HIGH,SAN DIEGO UNIFIED,SAN DIEGO,527,394,554.13896246488,551.9150601974678,539.1689708100924,287.0,72.84,1314,0.22476049280165453,19,74.76280834914611,1645.2229934724405,Alto Rendimiento,27.736842105263158,0,0,
1669,37683383730959,S,CHARTER SCHOOL OF SAN DIEGO,SAN DIEGO UNIFIED,SAN DIEGO,1158,38,457.415305326216,423.3671768407867,425.43026287820976,10.0,26.32,1314,0.8173820155674665,39,3.281519861830743,1306.2127450452126,Bajo Rendimiento / Riesgo,29.692307692307693,0,1,
1670,37683383731189,S,PREUSS SCHOOL UCSD,SAN DIEGO UNIFIED,SAN DIEGO,132,133,459.59246405631,454.62433213056687,475.1350870759471,55.0,41.35,1314,0.19215886143020822,4,100.0,1389.351883262824,Bajo Rendimiento / Riesgo,33.0,0,0,
1671,37683383731213,S,CLAIREMONT HIGH,SAN DIEGO UNIFIED,SAN DIEGO,258,134,488.7286644743076,483.0875399875092,496.8031083443983,58.0,43.28,1314,0.3583551942977963,11,51.93798449612403,1468.619312806215,Rendimiento Medio,23.454545454545453,0,0,
1672,37683383731247,S,HIGH TECH HIGH,SAN DIEGO UNIFIED,SAN DIEGO,131,111,560.7237240714389,553.0400461802292,475.95499924143104,61.0,54.95,1314,0.35864634081900293,5,84.7328244274809,1589.7187694930992,Alto Rendimiento,26.2,0,0,
1674,37683383732781,S,HENRY HIGH,SAN DIEGO UNIFIED,SAN DIEGO,564,414,481.216228213437,517.6854691714284,525.6802479123352,224.0,54.11,1314,0.26500079029068646,26,73.40425531914893,1524.5819452972005,Rendimiento Medio,21.692307692307693,0,0,
1675,37683383732997,S,HOOVER HIGH,SAN DIEGO UNIFIED,SAN DIEGO,410,247,427.2653403900501,388.1157836445252,368.59764200778267,35.0,14.17,1314,0.698213001646588,19,60.24390243902439,1183.978766042358,Bajo Rendimiento / Riesgo,21.57894736842105,0,1,
1676,37683383733508,S,LA JOLLA HIGH,SAN DIEGO UNIFIED,SAN DIEGO,370,255,593.6636556169141,525.4067796712437,522.0939330314797,182.0,71.37,1314,0.23574850337619244,16,68.91891891891892,1641.1643683196376,Alto Rendimiento,23.125,0,0,
